기준년월,	국가코드,	HSK품목코드,	수출입구분코드,	수출입구분명,	국가명,	경제권명,	수산물수출입품목명,	당월 수출입중량,	당월수출입미화금액,	당월 누계 수출입중량,	당월 누계 수출입미화금액,	데이터기준일자	
'201902','US','1212219091','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','해초류와 기타조류 기타(냉동)(식용의 것)','160','1360','160','1360','20190331'
'201902','US','1212219099','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','해초류와 기타조류 기타(기타)(식용의 것)','31','379','347','3203','20190331'
'201902','US','1212295090','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','다시마(기타)','516','5457','751','7242','20190331'
'201902','US','1302312000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','분한천','17232','458425','26493','722753','20190331'
'201902','US','1603003000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','어류의액스','2000','22227','2000','22227','20190331'
'201902','US','1603004000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','어류의즙','13090','21868','34120','57739','20190331'
'201902','US','1604129000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','청어(통조림외조제품)','900','11941','1350','17521','20190331'
'201902','US','1604141011','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','다랭이(기름담금)','3240','20915','9587','61934','20190331'
'201902','US','1604141019','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','다랭이류(다랭이/ 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)','945','6085','1089','6995','20190331'
'201902','US','1604141021','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','다랭이류(조제/밀폐용기에 넣은 것 이외 기타)','32104','178128','80040','428982','20190331'
'201902','US','1604141029','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','가다랭이(기타)','12582','65707','27324','138401','20190331'
'201902','US','1604151000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','고등어(조제/밀폐용기에 넣은 것)','3677','10044','7853','21170','20190331'
'201902','US','1604161000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','멸치(조제/밀폐용기에 넣은 것)','650','11987','1250','22670','20190331'
'201902','US','1604169000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','전갱이(조제/밀폐용기에 넣은 것 이외 기타)','0','0','575','12836','20190331'
'201902','US','1604171000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','뱀장어(조제 또는 저장처리)(밀폐용기에 넣은 것)','0','0','180','4430','20190331'
'201902','US','1604179000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','뱀장어(조제 또는 저장처리)','0','0','114','2134','20190331'
'201902','US','1604191010','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','꽁치(통조림외조제품)','11597','36367','44123','145004','20190331'
'201902','US','1604191090','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','어류조제품(연어/청어/정어리/고등어 등 밀폐용기에넣은것)','4248','44315','5940','52096','20190331'
'201902','US','1604199010','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','쥐치포(조제/밀페용기 이외 기타)','2108','37885','3905','70182','20190331'
'201902','US','1604199090','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','어류조제품(연어/청어/고등어/기타/조제/밀폐용기에 넣은 것)','3813','36104','7128','79054','20190331'
'201902','US','1604203000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','생선소시지','5010','14276','12068','36736','20190331'
'201902','US','1604204010','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','생선묵(게맛)','23280','102942','30078','130016','20190331'
'201902','US','1604204090','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','생선묵(게맛의 것 이외 기타)','157477','582075','474087','1531953','20190331'
'201902','US','1604209000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','어류조제/저장제품(생선 페이스트/마리네이드/소시지/생선묵)','5778','62999','25449','335067','20190331'
'201902','US','1604320000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','캐비아 대용물','9255','165658','12136','218277','20190331'
'201902','US','1605101091','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','붉은 대게살(밀폐용기에 넣은 것/ 훈제한 것 이외 기타)','12247','258755','36741','784555','20190331'
'201902','US','1605101099','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','기타 게살(밀폐용기에 넣은 것/ 훈제한 것 이외 기타)','0','0','1124','3260','20190331'
'201902','US','1605109000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','게 조제품(게살 이외 기타)','265','2172','2065','19732','20190331'
'201902','US','1605211000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(브레드한 것)','8870','57909','8870','57909','20190331'
'201902','US','1605219000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(기타)','2994','14011','6594','29087','20190331'
'201902','US','1605290000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','새우류(조제 또는 저장처리)','0','0','100','979','20190331'
'201902','US','1605511000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','굴(조제 또는 저장처리)(밀폐용기에 넣은 것)','105048','682056','203211','1258748','20190331'
'201902','US','1605519000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','굴(조제 또는 저장처리)(기타)','681','5926','761','6612','20190331'
'201902','US','1605541090','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','갑오징어와 오징어(조제 또는 저장처리)(기타)','0','0','661','3966','20190331'
'201902','US','1605542010','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)','4578','41593','5275','55592','20190331'
'201902','US','1605542091','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','조미오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)','26444','310499','45219','659791','20190331'
'201902','US','1605542099','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','오징어 기타(조제 또는 저장처리)','19573','114810','31324','199164','20190331'
'201902','US','1605559000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','문어(조제 또는 저장처리)(기타)','854','11413','4113','55261','20190331'
'201902','US','1605562010','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','새조개(조제 또는 저장처리)(밀폐용기에 넣은 것)','470','3837','1074','9025','20190331'
'201902','US','1605569090','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','클램/ 새조개 및 피조개 기타(조제 또는 저장처리)(기타)','640','16198','640','16198','20190331'
'201902','US','1605591010','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','골뱅이(조제 또는 저장처리)(밀폐용기에 넣은 것)','15548','158790','39148','403251','20190331'
'201902','US','1605591090','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','골뱅이(조제 또는 저장처리)(기타)','0','0','1920','22343','20190331'
'201902','US','1605592010','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','소라(밀폐용기에 넣은것)','0','0','2112','20208','20190331'
'201902','US','1605592090','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','소라(조제 또는 저장처리)기타','239','5533','1015','18189','20190331'
'201902','US','1605599010','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','연체동물 기타(조제 또는 저장처리)(밀폐용기에 넣은 것)','1747','18244','8432','78046','20190331'
'201902','US','1605599090','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','연체동물 기타(조제 또는 저장처리)(기타)','3743','45407','9461','124220','20190331'
'201902','US','1605619000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','해삼(조제 또는 저장처리)기타','0','0','20','7433','20190331'
'201902','US','1605699000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','기타 수생무척추동물의 기타(조제 또는 저장처리)(기타)','1286','7346','1457','9986','20190331'
'201902','US','2104102000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','어류의 수우프/ 브로드와 수우프 브로드 제조용 조제품','6692','30924','12092','52808','20190331'
'201902','US','2106904010','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','김(조제한식용해초류)','292907','5804587','801235','13923001','20190331'
'201902','US','2106904090','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','조제한식용해조류(김 이외 기타)','17746','62561','34224','121159','20190331'
'201902','US','2501001020','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','천일염','4248','4319','37073','33949','20190331'
'201902','US','2501009010','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','식염','91856','462552','209712','835191','20190331'
'201902','US','2501009020','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','순염화나트륨','325','845','450','1272','20190331'
'201902','US','2501009090','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','기타소금/해수','11849','40679','53384','112115','20190331'
'201902','US','7116101000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','천연진주로만든 것','3','1119','18','6010','20190331'
'201902','US','7116102000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','양식진주로 만든 것','0','0','2','4463','20190331'
'201902','US','9601901090','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','패각(기타)','36','14434','66','34250','20190331'
'201902','US','9606291000','E','수출','미국','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합','조개껍질로 만든것','1','150','1','150','20190331'
'201902','UY','0303310000','E','수출','우루과이','남미공동시장','넙치[레인하드티우스 히포글러소이데스/히포글러서스 히포글러서스/히포글러서스 스테노레피스)','1332','4817','1332','4817','20190331'
'201902','UY','0307432010','E','수출','우루과이','남미공동시장','옴마스트레페스(Ommastrephes)종ㆍ로리고(Loligo)종ㆍ노토토다루스(Nototodarus)종ㆍ세피오투디스(Sepioteuthis)종','100880','236361','148880','332361','20190331'
'201902','UZ','1604141021','E','수출','우즈베크','','다랭이류(조제/밀폐용기에 넣은 것 이외 기타)','7','0','7','0','20190331'
'201902','UZ','2106904010','E','수출','우즈베크','','김(조제한식용해초류)','0','0','155','4330','20190331'
'201902','UZ','2501009090','E','수출','우즈베크','','기타소금/해수','30','32','30','32','20190331'
'201902','VN','0301998000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','넙치(활어)','11010','194344','15270','282424','20190331'
'201902','VN','0303110000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','소크아이 연어(홍연어/옹코링쿠스 넬카)','5','50','5','50','20190331'
'201902','VN','0303120000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','그 밖의 태평양 연어(옹코링쿠스 고르부스카/옹코링쿠스 케타/옹코링쿠스 차비차/옹코링쿠스 키수츠/옹코링쿠스 마소/옹코링쿠스 로두루스)','66560','104261','328229','1186058','20190331'
'201902','VN','0303390000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','넙치류(간장/ 어란제외/냉동/피레트/ 어육제외)','0','0','16296','39048','20190331'
'201902','VN','0303420000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','황다랑어(터너스 알바카레스/냉동)','647055','1786284','1741138','5002223','20190331'
'201902','VN','0303430000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','가다랑어 또는 줄무늬버니토우(냉동)','232662','353763','2659662','2727806','20190331'
'201902','VN','0303440000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','눈다랑어(냉동)','1975','7149','10975','16098','20190331'
'201902','VN','0303490000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타(냉동)','0','0','12800','12218','20190331'
'201902','VN','0303540000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','고등어(스콤버 스콤브루스/스콤버 오스트랄라시쿠스/스콤버 자포니쿠스)','275757','253492','538138','481838','20190331'
'201902','VN','0303550000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','전갱이(냉동)(트라커러스종)','22000','9600','90000','50380','20190331'
'201902','VN','0303570000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','황새치(자이피어스글래디어스)','69715','374035','69715','374035','20190331'
'201902','VN','0303591000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','삼치[스콤버로모러스(Scomberomorus)종]','196746','874976','469497','2005915','20190331'
'201902','VN','0303592000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','꽁치[콜로라비스 사이라(Cololabis saira)]','481805','472421','481805','472421','20190331'
'201902','VN','0303599000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타','20851','33728','20851','33728','20190331'
'201902','VN','0303630000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','대구(가두스 모르화/가두스 오각/가두스 마크로세팔루스)','0','0','1161','4083','20190331'
'201902','VN','0303670000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','명태(냉동)(테라그라 찰코그라마)','257158','386826','278146','429035','20190331'
'201902','VN','0303822000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','홍어(냉동)','0','0','50','1511','20190331'
'201902','VN','0303892000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','갈치(냉동)','72835','253085','169087','590342','20190331'
'201902','VN','0303895000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','조기(냉동)','0','0','227','13333','20190331'
'201902','VN','0303896000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','꽁치(냉동)(학꽁치를 포함한다)','0','0','142','1279','20190331'
'201902','VN','0303899040','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','임연수어(냉동)','23670','30221','23670','30221','20190331'
'201902','VN','0303899050','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','볼낙(냉동)(적어를 포함한다)','44028','50816','46611','55135','20190331'
'201902','VN','0303899060','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','아귀(냉동)','123550','52287','126050','58247','20190331'
'201902','VN','0303899099','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타어류(냉동)','452120','841231','809706','1407947','20190331'
'201902','VN','0303912010','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','명란','107256','711071','644349','4470063','20190331'
'201902','VN','0303912090','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타','65','740','2932','10206','20190331'
'201902','VN','0303990000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타','72065','179175','230684','586277','20190331'
'201902','VN','0304320000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','메기(신선 또는 냉장한 피레트)(판가시우스종/실루러스종/클라리아스종/익타루러스종)','0','0','72','1331','20190331'
'201902','VN','0304431000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','가자미(신선 또는 냉장한 피레트)','21','147','143','2542','20190331'
'201902','VN','0304750000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','명태(냉동한 피레트)(테라그라 찰코그라마)','7300','27815','14500','42585','20190331'
'201902','VN','0304790000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','브레그마세로티대과외6종무리에놀레피디대과어류의(냉동한피레트)','45','235','45','235','20190331'
'201902','VN','0304899000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타어류의 기타(냉동한 피레트)','46008','222225','46008','222225','20190331'
'201902','VN','0304972090','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타','0','0','25','6060','20190331'
'201902','VN','0304991000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타 냉동연육','20860','29864','36920','66360','20190331'
'201902','VN','0304999000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타 냉동연육 외 기타','59','633','59','633','20190331'
'201902','VN','0305204010','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','어란(명태/염장/염수장)','85','505','121','986','20190331'
'201902','VN','0305204090','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','어란(명태/ 조기/ 청어이외 기타/염장/ 염수장)','84','865','84','865','20190331'
'201902','VN','0305321000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','브레그마세로티대과외6종무리에놀레피디대과어류 건조한것','0','0','13860','266398','20190331'
'201902','VN','0305392000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타어류의 피레트(염장 또는 염수장한 것)','0','0','16','2','20190331'
'201902','VN','0305541000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','멸치[엔그라울리스(Engraulis)종]','75','1201','285','4791','20190331'
'201902','VN','0305593000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','명태(건조/염장불문/훈제제외)','59','802','66','1649','20190331'
'201902','VN','0305631000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','멸치젓(염장/염수장)','0','0','2250','1167','20190331'
'201902','VN','0305695000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','고등어(염장/염수장)','40','553','40','553','20190331'
'201902','VN','0305698000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','꽁치(학꽁치 포함/염장/ 염수장)','0','0','6','1','20190331'
'201902','VN','0306141090','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','게살(냉동한 것) 훈제한 것(기타)','0','0','30','642','20190331'
'201902','VN','0306143090','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','꽃게(냉동한 것) 기타','19999','68301','19999','68301','20190331'
'201902','VN','0306149090','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','갑각류 기타(냉동한 것)(훈제한것 외 기타)','105307','1116702','119872','1260212','20190331'
'201902','VN','0306179090','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타의 새우류의 기타(냉동한 것)(훈제한 것 외 기타)','19980','129220','19980','129220','20190331'
'201902','VN','0306339000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','게(기타)','3946','174472','12349','437707','20190331'
'201902','VN','0307120000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','냉동한 것','1500','8684','3980','24169','20190331'
'201902','VN','0307193000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타 굴(염장 또는 염수장','100','611','136','1444','20190331'
'201902','VN','0307210000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','가리비과의 조개(산것/신선/ 냉장)','2004','43988','4704','94138','20190331'
'201902','VN','0307320000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','냉동한 것','1172','4423','3172','11684','20190331'
'201902','VN','0307432010','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','옴마스트레페스(Ommastrephes)종ㆍ로리고(Loligo)종ㆍ노토토다루스(Nototodarus)종ㆍ세피오투디스(Sepioteuthis)종','11000','31900','11400','33554','20190331'
'201902','VN','0307432090','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타','40875','164688','40875','164688','20190331'
'201902','VN','0307493010','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','갑오징어[세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종]와 오징어[옴마스트레페스(Ommastrephes)종ㆍ로','0','0','20','855','20190331'
'201902','VN','0307714000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','바지락(산 것 신선 또는 냉장한 것)','120','669','120','669','20190331'
'201902','VN','0307721000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','새조개','0','0','594','12408','20190331'
'201902','VN','0307724000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','피조개','0','0','244','2303','20190331'
'201902','VN','0307810000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','전복(산 것 신선 또는 냉장한 것)','4060','133087','8420','279815','20190331'
'201902','VN','0307993900','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타[분 조분 펠리트 포함(식용에 적합)]의 기타(염장/염수장)','76','250','76','250','20190331'
'201902','VN','0307994900','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타[분 조분 펠리트를 포함(식용에 적합한)]의 기타(훈제한 것)','0','0','113','1044','20190331'
'201902','VN','0308304000','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','해파리(염장 또는 염수장한 것)','0','0','500','2572','20190331'
'201902','VN','0308902010','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','우렁쉥이(냉동한 것)','0','0','1690','6945','20190331'
'201902','VN','0308902090','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','수생무척추동물의 기타(냉동 한것)','48','87','448','1687','20190331'
'201902','VN','1212211010','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','김(건조한 것)(식용의 것)','4488','100040','9585','269954','20190331'
'201902','VN','1212211090','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','김(기타)(식용의 것)','5','20','5','20','20190331'
'201902','VN','1212212010','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','미역(건조한 것)(식용의 것)','9640','138796','20261','290811','20190331'
'201902','VN','1212212020','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','미역(염장한 것)(식용의 것)','168','509','518','1090','20190331'
'201902','VN','1212212040','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','미역(냉동한 것)(식용의 것)','144','269','144','269','20190331'
'201902','VN','1212212090','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','미역(기타)(식용의 것)','505','1278','505','1278','20190331'
'201902','VN','1212213030','E','수출','베트남','동남아국가연합/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','톳(냉동한 것)(식용의 것)','0','0','7','1','20190331'
