기준년월,	국가코드,	HSK품목코드,	수출입구분코드,	수출입구분명,	국가명,	경제권명,	수산물수출입품목명,	당월 수출입중량,	당월수출입미화금액,	당월 누계 수출입중량,	당월 누계 수출입미화금액,	데이터기준일자	
'201902','KH','2106904010','E','수출','캄보디아','동남아국가연합/역내포괄적경제동반자협정','김(조제한식용해초류)','0','0','1945','35592','20190331'
'201902','KH','2501009010','E','수출','캄보디아','동남아국가연합/역내포괄적경제동반자협정','식염','20','33','293','538','20190331'
'201902','KI','0303420000','E','수출','키리바티','','황다랑어(터너스 알바카레스/냉동)','0','0','11607','38303','20190331'
'201902','KI','0303892000','E','수출','키리바티','','갈치(냉동)','615','1812','615','1812','20190331'
'201902','KI','0307522000','E','수출','키리바티','','낙지','0','0','5024','15345','20190331'
'201902','KI','2501009010','E','수출','키리바티','','식염','50000','5659','340000','38762','20190331'
'201902','KM','0303540000','E','수출','코모로스','','고등어(스콤버 스콤브루스/스콤버 오스트랄라시쿠스/스콤버 자포니쿠스)','50000','40500','50000','40500','20190331'
'201902','KW','0303540000','E','수출','쿠웨이트','걸프협력회의','고등어(스콤버 스콤브루스/스콤버 오스트랄라시쿠스/스콤버 자포니쿠스)','0','0','400','768','20190331'
'201902','KW','0303630000','E','수출','쿠웨이트','걸프협력회의','대구(가두스 모르화/가두스 오각/가두스 마크로세팔루스)','0','0','135','833','20190331'
'201902','KW','0303670000','E','수출','쿠웨이트','걸프협력회의','명태(냉동)(테라그라 찰코그라마)','0','0','243','3171','20190331'
'201902','KW','0303822000','E','수출','쿠웨이트','걸프협력회의','홍어(냉동)','0','0','100','2334','20190331'
'201902','KW','0303899060','E','수출','쿠웨이트','걸프협력회의','아귀(냉동)','0','0','150','419','20190331'
'201902','KW','0304593090','E','수출','쿠웨이트','걸프협력회의','참다랑어 기타(기타/신선 또는 냉장한 것)','0','0','140','9830','20190331'
'201902','KW','0304899000','E','수출','쿠웨이트','걸프협력회의','기타어류의 기타(냉동한 피레트)','0','0','82','566','20190331'
'201902','KW','0305541000','E','수출','쿠웨이트','걸프협력회의','멸치[엔그라울리스(Engraulis)종]','0','0','72','1040','20190331'
'201902','KW','0305593000','E','수출','쿠웨이트','걸프협력회의','명태(건조/염장불문/훈제제외)','0','0','70','1363','20190331'
'201902','KW','0305695000','E','수출','쿠웨이트','걸프협력회의','고등어(염장/염수장)','0','0','82','750','20190331'
'201902','KW','0305699000','E','수출','쿠웨이트','걸프협력회의','어류(청어/대구/연어/송어/갈치/정어리/고등어 등 이외)','0','0','54','424','20190331'
'201902','KW','0306171090','E','수출','쿠웨이트','걸프협력회의','기타의 새우류의 새우살(냉동한 것)(훈제한 것 외 기타)','0','0','24','626','20190331'
'201902','KW','0306959030','E','수출','쿠웨이트','걸프협력회의','염장이나 염수장한 것','0','0','60','512','20190331'
'201902','KW','0308902090','E','수출','쿠웨이트','걸프협력회의','수생무척추동물의 기타(냉동 한것)','0','0','24','118','20190331'
'201902','KW','1212211010','E','수출','쿠웨이트','걸프협력회의','김(건조한 것)(식용의 것)','17','621','17','621','20190331'
'201902','KW','1212212010','E','수출','쿠웨이트','걸프협력회의','미역(건조한 것)(식용의 것)','78','1168','78','1168','20190331'
'201902','KW','1212212040','E','수출','쿠웨이트','걸프협력회의','미역(냉동한 것)(식용의 것)','0','0','70','1012','20190331'
'201902','KW','1212214090','E','수출','쿠웨이트','걸프협력회의','파래(기타)(식용의 것)','0','0','45','287','20190331'
'201902','KW','1212215090','E','수출','쿠웨이트','걸프협력회의','다시마(기타)(식용의 것)','241','2890','241','2890','20190331'
'201902','KW','1604141019','E','수출','쿠웨이트','걸프협력회의','다랭이류(다랭이/ 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)','0','0','36','344','20190331'
'201902','KW','1604151000','E','수출','쿠웨이트','걸프협력회의','고등어(조제/밀폐용기에 넣은 것)','0','0','384','2121','20190331'
'201902','KW','1604161000','E','수출','쿠웨이트','걸프협력회의','멸치(조제/밀폐용기에 넣은 것)','0','0','5','170','20190331'
'201902','KW','1604191010','E','수출','쿠웨이트','걸프협력회의','꽁치(통조림외조제품)','0','0','48','192','20190331'
'201902','KW','1604204010','E','수출','쿠웨이트','걸프협력회의','생선묵(게맛)','0','0','300','941','20190331'
'201902','KW','1604204090','E','수출','쿠웨이트','걸프협력회의','생선묵(게맛의 것 이외 기타)','0','0','2632','7737','20190331'
'201902','KW','1604209000','E','수출','쿠웨이트','걸프협력회의','어류조제/저장제품(생선 페이스트/마리네이드/소시지/생선묵)','0','0','894','4612','20190331'
'201902','KW','1605101091','E','수출','쿠웨이트','걸프협력회의','붉은 대게살(밀폐용기에 넣은 것/ 훈제한 것 이외 기타)','0','0','42','1287','20190331'
'201902','KW','1605219000','E','수출','쿠웨이트','걸프협력회의','새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(기타)','0','0','102','3030','20190331'
'201902','KW','1605519000','E','수출','쿠웨이트','걸프협력회의','굴(조제 또는 저장처리)(기타)','0','0','22','555','20190331'
'201902','KW','1605542091','E','수출','쿠웨이트','걸프협력회의','조미오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)','0','0','207','3740','20190331'
'201902','KW','1605542099','E','수출','쿠웨이트','걸프협력회의','오징어 기타(조제 또는 저장처리)','150','2630','150','2630','20190331'
'201902','KW','2106904010','E','수출','쿠웨이트','걸프협력회의','김(조제한식용해초류)','261','7934','428','9410','20190331'
'201902','KW','2106904090','E','수출','쿠웨이트','걸프협력회의','조제한식용해조류(김 이외 기타)','0','0','1720','3123','20190331'
'201902','KW','2501001020','E','수출','쿠웨이트','걸프협력회의','천일염','218','239','218','239','20190331'
'201902','KW','2501009010','E','수출','쿠웨이트','걸프협력회의','식염','232','370','341','511','20190331'
'201902','KZ','0304899000','E','수출','카자흐','EAEU','기타어류의 기타(냉동한 피레트)','0','0','92341','508260','20190331'
'201902','KZ','1212211010','E','수출','카자흐','EAEU','김(건조한 것)(식용의 것)','0','0','282','5143','20190331'
'201902','KZ','1604141019','E','수출','카자흐','EAEU','다랭이류(다랭이/ 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)','691','8104','1775','18199','20190331'
'201902','KZ','2106904010','E','수출','카자흐','EAEU','김(조제한식용해초류)','729','18752','1423','42531','20190331'
'201902','KZ','2501009010','E','수출','카자흐','EAEU','식염','201','6487','219','7543','20190331'
'201902','KZ','2501009090','E','수출','카자흐','EAEU','기타소금/해수','0','0','1106','6182','20190331'
'201902','LA','0303530000','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','정어리(냉동)(사르디나 필차르두스/사르디노프스종)','0','0','15','204','20190331'
'201902','LA','0303540000','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','고등어(스콤버 스콤브루스/스콤버 오스트랄라시쿠스/스콤버 자포니쿠스)','0','0','170','378','20190331'
'201902','LA','0303670000','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','명태(냉동)(테라그라 찰코그라마)','0','0','2335','3198','20190331'
'201902','LA','0303899040','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','임연수어(냉동)','0','0','360','1295','20190331'
'201902','LA','0303899060','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','아귀(냉동)','0','0','300','808','20190331'
'201902','LA','0303899091','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','민어(냉동)','0','0','30','360','20190331'
'201902','LA','0303912010','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','명란','0','0','128','1027','20190331'
'201902','LA','0305510000','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','대구(건조/염장불문/훈제제외)','0','0','155','1110','20190331'
'201902','LA','0305541000','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','멸치[엔그라울리스(Engraulis)종]','0','0','90','1160','20190331'
'201902','LA','0305593000','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','명태(건조/염장불문/훈제제외)','0','0','30','469','20190331'
'201902','LA','0307320000','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','냉동한 것','0','0','440','2072','20190331'
'201902','LA','0307432010','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','옴마스트레페스(Ommastrephes)종ㆍ로리고(Loligo)종ㆍ노토토다루스(Nototodarus)종ㆍ세피오투디스(Sepioteuthis)종','0','0','600','3876','20190331'
'201902','LA','0307493010','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','갑오징어[세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종]와 오징어[옴마스트레페스(Ommastrephes)종ㆍ로','0','0','30','1685','20190331'
'201902','LA','0307523000','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','쭈꾸미','0','0','92','1306','20190331'
'201902','LA','0308302000','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','해파리(냉동한 것)','0','0','20','72','20190331'
'201902','LA','1212212010','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','미역(건조한 것)(식용의 것)','0','0','33','589','20190331'
'201902','LA','1212215090','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','다시마(기타)(식용의 것)','0','0','96','930','20190331'
'201902','LA','1604149000','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','다랭이류(조제/밀폐용기에 넣은 것 이외 기타)','442','3247','990','7219','20190331'
'201902','LA','1605109000','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','게 조제품(게살 이외 기타)','0','0','180','1400','20190331'
'201902','LA','2106904010','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','김(조제한식용해초류)','130','1697','457','8690','20190331'
'201902','LA','2501001010','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','암염(岩鹽)','190','164','190','164','20190331'
'201902','LA','2501009090','E','수출','라오스','동남아국가연합/역내포괄적경제동반자협정','기타소금/해수','0','0','273','351','20190331'
'201902','LK','2106904010','E','수출','스리랑카','','김(조제한식용해초류)','0','0','15','195','20190331'
'201902','LK','2301209000','E','수출','스리랑카','','어류외기타 분.조분 및 펠리트','0','0','18000','10350','20190331'
'201902','LT','0306149090','E','수출','리투아니아','유럽연합','갑각류 기타(냉동한 것)(훈제한것 외 기타)','0','0','4785','33256','20190331'
'201902','LT','2106904010','E','수출','리투아니아','유럽연합','김(조제한식용해초류)','328','12141','1729','47506','20190331'
'201902','LV','2106904010','E','수출','라트비아','유럽연합','김(조제한식용해초류)','0','0','4161','116654','20190331'
'201902','LY','0303899099','E','수출','리비아','','기타어류(냉동)','0','0','27000','48040','20190331'
'201902','MH','0303510000','E','수출','마샬군도','','청어(클루페아 하렌구스/클루페아 팔라시)','40000','25841','40000','25841','20190331'
'201902','MH','0304519000','E','수출','마샬군도','','틸라피아/메기/잉어/뱀장어/나일퍼치 종의 기타(기타/신선 또는 냉장한 것)','0','0','100','420','20190331'
'201902','MH','1212211010','E','수출','마샬군도','','김(건조한 것)(식용의 것)','0','0','6','135','20190331'
'201902','MH','1604141012','E','수출','마샬군도','','다랭이(보일드)','10','98','10','98','20190331'
'201902','MH','2106904010','E','수출','마샬군도','','김(조제한식용해초류)','10','628','10','628','20190331'
'201902','MM','1212212010','E','수출','미얀마','동남아국가연합/역내포괄적경제동반자협정','미역(건조한 것)(식용의 것)','97','1718','435','7831','20190331'
'201902','MM','1212212020','E','수출','미얀마','동남아국가연합/역내포괄적경제동반자협정','미역(염장한 것)(식용의 것)','258802','113895','390232','171158','20190331'
'201902','MM','1603004000','E','수출','미얀마','동남아국가연합/역내포괄적경제동반자협정','어류의즙','597','926','945','1487','20190331'
'201902','MM','1605219000','E','수출','미얀마','동남아국가연합/역내포괄적경제동반자협정','새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(기타)','0','0','2603','25056','20190331'
'201902','MM','1605542099','E','수출','미얀마','동남아국가연합/역내포괄적경제동반자협정','오징어 기타(조제 또는 저장처리)','0','0','1350','8445','20190331'
'201902','MM','2106904010','E','수출','미얀마','동남아국가연합/역내포괄적경제동반자협정','김(조제한식용해초류)','224','9642','1102','56004','20190331'
'201902','MM','2501009010','E','수출','미얀마','동남아국가연합/역내포괄적경제동반자협정','식염','424','1152','424','1152','20190331'
'201902','MN','0301998000','E','수출','몽고','','넙치(활어)','0','0','64','1648','20190331'
'201902','MN','0303390000','E','수출','몽고','','넙치류(간장/ 어란제외/냉동/피레트/ 어육제외)','6106','67864','6106','67864','20190331'
'201902','MN','0304810000','E','수출','몽고','','태평양 연어(옹코링쿠스 -넬카/고르부스카/케타/차비차/키수츠/마소/로두루스)/ 대서양 연어(살모 살라)/다뉴브 연어(후코 후코))','0','0','234','3394','20190331'
'201902','MN','0305410000','E','수출','몽고','','태평양 연어(옹코링쿠스- 넬카/고르부스카/케타/차비차/키수츠/마소/로두루스)/ 대서양 연어(살모 살라)/ 다뉴브 연어(후코 후코))','0','0','54','2081','20190331'
'201902','MN','0306171090','E','수출','몽고','','기타의 새우류의 새우살(냉동한 것)(훈제한 것 외 기타)','0','0','90','1299','20190331'
'201902','MN','0307120000','E','수출','몽고','','냉동한 것','0','0','70','681','20190331'
'201902','MN','0307432090','E','수출','몽고','','기타','0','0','70','1212','20190331'
'201902','MN','0307522000','E','수출','몽고','','낙지','0','0','3111','19486','20190331'
'201902','MN','0307523000','E','수출','몽고','','쭈꾸미','0','0','120','1756','20190331'
'201902','MN','0308120000','E','수출','몽고','','냉동한 것','0','0','420','3840','20190331'
'201902','MN','1212211010','E','수출','몽고','','김(건조한 것)(식용의 것)','7','274','3491','67653','20190331'
'201902','MN','1212212010','E','수출','몽고','','미역(건조한 것)(식용의 것)','124','2290','2253','28295','20190331'
'201902','MN','1212214090','E','수출','몽고','','파래(기타)(식용의 것)','0','0','30','50','20190331'
'201902','MN','1212215090','E','수출','몽고','','다시마(기타)(식용의 것)','0','0','46','725','20190331'
'201902','MN','1604119000','E','수출','몽고','','연어(조제/밀페용기에 넣은 것 이외 기타)','0','0','20','613','20190331'
'201902','MN','1604141011','E','수출','몽고','','다랭이(기름담금)','5130','32502','8406','53293','20190331'
'201902','MN','1604141019','E','수출','몽고','','다랭이류(다랭이/ 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)','0','0','2790','18761','20190331'
'201902','MN','1604141021','E','수출','몽고','','다랭이류(조제/밀폐용기에 넣은 것 이외 기타)','6900','41550','15060','89600','20190331'
'201902','MN','1604141029','E','수출','몽고','','가다랭이(기타)','2095','13598','2965','19353','20190331'
'201902','MN','1604151000','E','수출','몽고','','고등어(조제/밀폐용기에 넣은 것)','0','0','480','1515','20190331'
'201902','MN','1604191010','E','수출','몽고','','꽁치(통조림외조제품)','1296','4395','1344','4554','20190331'
'201902','MN','1604204090','E','수출','몽고','','생선묵(게맛의 것 이외 기타)','1500','4165','10920','29502','20190331'
'201902','MN','1605211000','E','수출','몽고','','새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(브레드한 것)','0','0','9','86','20190331'
'201902','MN','2106904010','E','수출','몽고','','김(조제한식용해초류)','994','31286','3187','91527','20190331'
'201902','MN','2501001020','E','수출','몽고','','천일염','0','0','250','348','20190331'
'201902','MN','2501009010','E','수출','몽고','','식염','3720','2877','4153','3273','20190331'
'201902','MN','2501009090','E','수출','몽고','','기타소금/해수','2039','1401','2865','2213','20190331'
'201902','MO','0301998000','E','수출','마카오','','넙치(활어)','270','6377','423','9931','20190331'
'201902','MO','0303670000','E','수출','마카오','','명태(냉동)(테라그라 찰코그라마)','63','130','105','224','20190331'
'201902','MO','0303912090','E','수출','마카오','','기타','42','244','42','244','20190331'
'201902','MO','0305541000','E','수출','마카오','','멸치[엔그라울리스(Engraulis)종]','45','5419','75','5997','20190331'
'201902','MO','0306143090','E','수출','마카오','','꽃게(냉동한 것) 기타','48','1409','48','1409','20190331'
'201902','MO','0306179090','E','수출','마카오','','기타의 새우류의 기타(냉동한 것)(훈제한 것 외 기타)','63','677','63','677','20190331'
'201902','MO','0306332000','E','수출','마카오','','대게','115','4338','518','16981','20190331'
'201902','MO','0306339000','E','수출','마카오','','게(기타)','2316','117638','3086','155955','20190331'
'201902','MO','0306951020','E','수출','마카오','','건조한 것','0','0','50','723','20190331'
'201902','MO','0307422090','E','수출','마카오','','기타','0','0','30','665','20190331'
'201902','MO','0307522000','E','수출','마카오','','낙지','208','2312','310','3662','20190331'
'201902','MO','0307810000','E','수출','마카오','','전복(산 것 신선 또는 냉장한 것)','33','1224','99','3916','20190331'
'201902','MO','1605571000','E','수출','마카오','','전복(밀폐용기에넣은것)','0','0','1286','72232','20190331'
'201902','MO','2106904010','E','수출','마카오','','김(조제한식용해초류)','8','96','8','96','20190331'
'201902','MP','0302140000','E','수출','북마나리아나군도','','대서양 연어(신선 또는 냉장)(살모 살라) 및 다뉴브 연어(후코 후코)','813','16232','2284','47436','20190331'
'201902','MP','0302190000','E','수출','북마나리아나군도','','연어(송어/태평양연어 기타/간장/어란/신선/냉장/어육제외)','0','0','26','288','20190331'
'201902','MP','0303120000','E','수출','북마나리아나군도','','그 밖의 태평양 연어(옹코링쿠스 고르부스카/옹코링쿠스 케타/옹코링쿠스 차비차/옹코링쿠스 키수츠/옹코링쿠스 마소/옹코링쿠스 로두루스)','646','5693','1405','11795','20190331'
'201902','MP','0303260000','E','수출','북마나리아나군도','','뱀장어(냉동)(앵귈라종)','10','117','21','351','20190331'
'201902','MP','0303320000','E','수출','북마나리아나군도','','가자미(플루로넥테스 플라테사)','600','9613','600','9613','20190331'
'201902','MP','0303390000','E','수출','북마나리아나군도','','넙치류(간장/ 어란제외/냉동/피레트/ 어육제외)','0','0','500','7497','20190331'
'201902','MP','0303592000','E','수출','북마나리아나군도','','꽁치[콜로라비스 사이라(Cololabis saira)]','950','1522','1900','3044','20190331'
'201902','MP','0303670000','E','수출','북마나리아나군도','','명태(냉동)(테라그라 찰코그라마)','575','994','575','994','20190331'
'201902','MP','0303894000','E','수출','북마나리아나군도','','붕장어(냉동)','60','1455','60','1455','20190331'
'201902','MP','0303895000','E','수출','북마나리아나군도','','조기(냉동)','0','0','245','2023','20190331'
'201902','MP','0303899060','E','수출','북마나리아나군도','','아귀(냉동)','100','309','100','309','20190331'
'201902','MP','0303912010','E','수출','북마나리아나군도','','명란','197','1979','265','2639','20190331'
'201902','MP','0303912090','E','수출','북마나리아나군도','','기타','100','1004','250','2509','20190331'
'201902','MP','0305410000','E','수출','북마나리아나군도','','태평양 연어(옹코링쿠스- 넬카/고르부스카/케타/차비차/키수츠/마소/로두루스)/ 대서양 연어(살모 살라)/ 다뉴브 연어(후코 후코))','1000','18069','1000','18069','20190331'
'201902','MP','0305491000','E','수출','북마나리아나군도','','멸치(훈제/피레트포함)','90','1062','150','1748','20190331'
'201902','MP','0305541000','E','수출','북마나리아나군도','','멸치[엔그라울리스(Engraulis)종]','30','499','60','927','20190331'
'201902','MP','0305593000','E','수출','북마나리아나군도','','명태(건조/염장불문/훈제제외)','0','0','180','3311','20190331'
'201902','MP','0305695000','E','수출','북마나리아나군도','','고등어(염장/염수장)','1680','13923','3360','27908','20190331'
'201902','MP','0305699000','E','수출','북마나리아나군도','','어류(청어/대구/연어/송어/갈치/정어리/고등어 등 이외)','291','2037','291','2037','20190331'
'201902','MP','0306143090','E','수출','북마나리아나군도','','꽃게(냉동한 것) 기타','50','946','50','946','20190331'
'201902','MP','0306149090','E','수출','북마나리아나군도','','갑각류 기타(냉동한 것)(훈제한것 외 기타)','0','0','6','134','20190331'
'201902','MP','0306171090','E','수출','북마나리아나군도','','기타의 새우류의 새우살(냉동한 것)(훈제한 것 외 기타)','28','762','28','762','20190331'
'201902','MP','0306179090','E','수출','북마나리아나군도','','기타의 새우류의 기타(냉동한 것)(훈제한 것 외 기타)','200','1523','220','1926','20190331'
'201902','MP','0306199000','E','수출','북마나리아나군도','','기타[분ㆍ조분 및 펠리트를 포함(식용에 적합)](냉동한 것)(훈제한 것 외 기타)','240','553','480','1089','20190331'
'201902','MP','0306331000','E','수출','북마나리아나군도','','꽃게','0','0','3','65','20190331'
'201902','MP','0306959030','E','수출','북마나리아나군도','','염장이나 염수장한 것','120','960','120','960','20190331'
'201902','MP','0307320000','E','수출','북마나리아나군도','','냉동한 것','100','369','100','369','20190331'
'201902','MP','0307432090','E','수출','북마나리아나군도','','기타','360','3253','360','3253','20190331'
'201902','MP','0307522000','E','수출','북마나리아나군도','','낙지','150','1495','150','1495','20190331'
'201902','MP','0307810000','E','수출','북마나리아나군도','','전복(산 것 신선 또는 냉장한 것)','10','403','10','403','20190331'
'201902','MP','0307993100','E','수출','북마나리아나군도','','소라(염장 또는 염수장한 것','130','1822','130','1822','20190331'
'201902','MP','0308192000','E','수출','북마나리아나군도','','해삼(건조한 것)','12','1214','12','1214','20190331'
'201902','MP','0308304000','E','수출','북마나리아나군도','','해파리(염장 또는 염수장한 것)','400','1720','500','2150','20190331'
'201902','MP','1212211010','E','수출','북마나리아나군도','','김(건조한 것)(식용의 것)','56','1853','518','16556','20190331'
'201902','MP','1212212010','E','수출','북마나리아나군도','','미역(건조한 것)(식용의 것)','60','888','60','888','20190331'
'201902','MP','1604129000','E','수출','북마나리아나군도','','청어(통조림외조제품)','0','0','1','263','20190331'
'201902','MP','1604141011','E','수출','북마나리아나군도','','다랭이(기름담금)','54','438','54','438','20190331'
'201902','MP','1604161000','E','수출','북마나리아나군도','','멸치(조제/밀폐용기에 넣은 것)','15','49','15','49','20190331'
'201902','MP','1604204090','E','수출','북마나리아나군도','','생선묵(게맛의 것 이외 기타)','1296','3491','1998','5382','20190331'
'201902','MP','1604209000','E','수출','북마나리아나군도','','어류조제/저장제품(생선 페이스트/마리네이드/소시지/생선묵)','770','3838','1540','7695','20190331'
'201902','MP','1605101099','E','수출','북마나리아나군도','','기타 게살(밀폐용기에 넣은 것/ 훈제한 것 이외 기타)','40','798','40','798','20190331'
'201902','MP','1605542091','E','수출','북마나리아나군도','','조미오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)','55','1133','105','2180','20190331'
'201902','MP','1605591010','E','수출','북마나리아나군도','','골뱅이(조제 또는 저장처리)(밀폐용기에 넣은 것)','192','2255','192','2255','20190331'
'201902','MP','1605619000','E','수출','북마나리아나군도','','해삼(조제 또는 저장처리)기타','9','959','9','959','20190331'
'201902','MP','2106904010','E','수출','북마나리아나군도','','김(조제한식용해초류)','592','6202','806','15283','20190331'
'201902','MP','2106904090','E','수출','북마나리아나군도','','조제한식용해조류(김 이외 기타)','40','786','50','838','20190331'
'201902','MP','2501009010','E','수출','북마나리아나군도','','식염','408','322','408','322','20190331'
'201902','MU','0303530000','E','수출','모리셔스','','정어리(냉동)(사르디나 필차르두스/사르디노프스종)','136800','147700','267300','290870','20190331'
'201902','MU','0303540000','E','수출','모리셔스','','고등어(스콤버 스콤브루스/스콤버 오스트랄라시쿠스/스콤버 자포니쿠스)','0','0','50000','50150','20190331'
'201902','MU','0303550000','E','수출','모리셔스','','전갱이(냉동)(트라커러스종)','30000','60827','30000','60827','20190331'
'201902','MU','0307432090','E','수출','모리셔스','','기타','3565','12903','3565','12903','20190331'
'201902','MX','0303510000','E','수출','멕시코','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합/환태평양경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','청어(클루페아 하렌구스/클루페아 팔라시)','0','0','216000','118800','20190331'
'201902','MX','1603004000','E','수출','멕시코','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합/환태평양경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','어류의즙','0','0','1608','2577','20190331'
'201902','MX','1605599090','E','수출','멕시코','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합/환태평양경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','연체동물 기타(조제 또는 저장처리)(기타)','0','0','20448','100736','20190331'
'201902','MX','2106904010','E','수출','멕시코','아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합/환태평양경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','김(조제한식용해초류)','4390','120281','4411','120945','20190331'
'201902','MY','0301998000','E','수출','말레이시아','동남아국가연합/아시아.태평양 경제협력체/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','넙치(활어)','193','5566','408','11764','20190331'
'201902','MY','0301999040','E','수출','말레이시아','동남아국가연합/아시아.태평양 경제협력체/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','볼락(적어포함/활어)','44','1145','104','2710','20190331'
'201902','MY','0301999099','E','수출','말레이시아','동남아국가연합/아시아.태평양 경제협력체/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타어류(활어)','18','562','82','2623','20190331'
'201902','MY','0302240000','E','수출','말레이시아','동남아국가연합/아시아.태평양 경제협력체/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','터벗(신선 또는 냉장)(프세타 맥시마)','0','0','108','2699','20190331'
'201902','MY','0303490000','E','수출','말레이시아','동남아국가연합/아시아.태평양 경제협력체/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타(냉동)','54','705','63','823','20190331'
'201902','MY','0303540000','E','수출','말레이시아','동남아국가연합/아시아.태평양 경제협력체/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','고등어(스콤버 스콤브루스/스콤버 오스트랄라시쿠스/스콤버 자포니쿠스)','80970','74012','135290','123130','20190331'
'201902','MY','0303591000','E','수출','말레이시아','동남아국가연합/아시아.태평양 경제협력체/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','삼치[스콤버로모러스(Scomberomorus)종]','0','0','22071','103473','20190331'
'201902','MY','0303599000','E','수출','말레이시아','동남아국가연합/아시아.태평양 경제협력체/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타','2069','8052','2069','8052','20190331'
'201902','MY','0303899050','E','수출','말레이시아','동남아국가연합/아시아.태평양 경제협력체/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','볼낙(냉동)(적어를 포함한다)','240','200','339','300','20190331'
'201902','MY','0305549000','E','수출','말레이시아','동남아국가연합/아시아.태평양 경제협력체/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타','1900','8000','1900','8000','20190331'
'201902','MY','0305631000','E','수출','말레이시아','동남아국가연합/아시아.태평양 경제협력체/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','멸치젓(염장/염수장)','240','771','240','771','20190331'
'201902','MY','0306339000','E','수출','말레이시아','동남아국가연합/아시아.태평양 경제협력체/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','게(기타)','775','35675','1775','81000','20190331'
'201902','MY','0307119000','E','수출','말레이시아','동남아국가연합/아시아.태평양 경제협력체/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','굴치패 기타(산 것 신선 또는 냉장한 것)','1','1','1','1','20190331'
'201902','MY','0307432090','E','수출','말레이시아','동남아국가연합/아시아.태평양 경제협력체/환태평양경제동반자협정/역내포괄적경제동반자협정/포괄적.점진적 환태평양 경제동반자협졍','기타','8','28','8','28','20190331'
